Genes	Categories
A0A3L8E1K3	ko04131
A0A026W0Q6	ko00000
A0A026W0Q6	ko00001
A0A026W0Q6	ko03000
A0A026WN14	ko00000
A0A026WN14	ko04040
A0A026X3J0	ko00000
A0A026X3J0	ko00001
A0A026X3J0	ko00002
A0A026X3J0	ko01000
A0A026W7U4	ko00000
A0A026W7U4	ko00001
A0A026W7U4	ko03051
A0A026W7U4	ko04147
A0A026WS40	ko00000
A0A026WS40	ko04131
A0A026WS40	ko04812
A0A026W3Y6	ko00000
A0A026W3Y6	ko03041
A0A026W5Q7	ko00000
A0A026W5Q7	ko03036
A0A3L8D686	ko00000
A0A3L8D686	ko00001
A0A026W4G0	ko00000
A0A026W4G0	ko00001
A0A026W4G0	ko01000
A0A026W4G0	ko03000
A0A026W4G0	ko03029
A0A026W4G0	ko03036
A0A3L8DDQ0	ko00000
A0A3L8DX38	ko00000
A0A3L8DX38	ko00001
A0A3L8DX38	ko03110
A0A3L8DDX5	ko00000
A0A3L8DDX5	ko04131
A0A3L8DNU1	ko00000
A0A3L8DNU1	ko03036
A0A3L8E313	ko00000
A0A3L8E313	ko00001
A0A3L8E313	ko01000
A0A3L8E313	ko01003
A0A3L8E478	ko00000
A0A3L8E478	ko01000
A0A3L8E478	ko03110
A0A3L8DUY5	ko00000
A0A3L8DUY5	ko00001
A0A3L8DUY5	ko01000
A0A3L8DUY5	ko01001
A0A3L8DUY5	ko03000
A0A3L8DUY5	ko03310
A0A3L8DMR9	ko00000
A0A3L8DMR9	ko04147
A0A3L8DYQ3	ko00000
A0A3L8DYQ3	ko04812
A0A026VX28	ko00000
A0A026VX28	ko03036
A0A3L8D8R9	ko00000
A0A3L8D8R9	ko03009
A0A026VZ11	ko00000
A0A026VZ11	ko00001
A0A026VZ11	ko00002
A0A026VZ11	ko01000
A0A026VZ11	ko01004
A0A026VTL7	ko00000
A0A026VTL7	ko00001
A0A026VTL7	ko00002
A0A026VTL7	ko01000
A0A026VTL7	ko03400
A0A026WLY4	ko00000
A0A026WLY4	ko00001
A0A026WLY4	ko01000
A0A026WLY4	ko01002
A0A026WLY4	ko03036
A0A3L8DQ36	ko00000
A0A3L8DQ36	ko00001
A0A3L8DQ36	ko00002
A0A3L8DQ36	ko01000
A0A026WT90	ko00000
A0A026WT90	ko00001
A0A026WT90	ko01000
A0A3L8DNL3	ko00000
A0A3L8DNL3	ko02000
A0A3L8DNL3	ko03029
A0A026WHV8	ko00000
A0A026WHV8	ko00001
A0A026WHV8	ko00002
A0A026WHV8	ko01000
A0A026WEA0	ko00000
A0A026WEA0	ko00001
A0A026WEA0	ko00002
A0A026WEA0	ko03400
A0A026WPC2	ko00000
A0A026WPC2	ko04812
A0A026WDQ5	ko00000
A0A026WDQ5	ko00001
A0A026WDQ5	ko01000
A0A026WDQ5	ko01001
A0A026WDQ5	ko03036
A0A026WNU2	ko00000
A0A026WNU2	ko04131
A0A3L8DS01	ko00000
A0A3L8DS01	ko01009
A0A3L8DS01	ko03400
A0A026WVU4	ko00000
A0A026WVU4	ko01009
A0A026WWL8	ko00000
A0A026WWL8	ko00001
A0A026WWL8	ko01000
A0A026WWL8	ko01009
A0A3L8DA57	ko00000
A0A3L8DA57	ko00001
A0A3L8DA57	ko00002
A0A3L8DA57	ko01000
A0A3L8DA57	ko01003
A0A3L8D3M8	ko00000
A0A3L8D3M8	ko00001
A0A3L8D3M8	ko01000
A0A3L8D3M8	ko03110
A0A3L8D3M8	ko04131
A0A3L8DK19	ko00000
A0A3L8DK19	ko00001
A0A3L8DK19	ko00002
A0A3L8DK19	ko01000
A0A3L8DK19	ko01001
A0A026X158	ko00000
A0A026X158	ko03036
A0A3L8DYV8	ko00000
A0A3L8DYV8	ko00001
A0A3L8DYV8	ko01000
A0A3L8DYV8	ko04121
A0A026WQH4	ko00000
A0A026WQH4	ko00001
A0A026WQH4	ko04030
A0A3L8DXH7	ko00000
A0A3L8DXH7	ko00001
A0A3L8DXH7	ko03012
A0A3L8D9J4	ko00000
A0A3L8D9J4	ko01000
A0A3L8DZ35	ko00000
A0A3L8DZ35	ko00001
A0A3L8DZ35	ko01000
A0A3L8DZ35	ko01002
A0A3L8DZ35	ko04090
A0A3L8DZ35	ko04131
A0A3L8DZ35	ko04147
A0A026WK75	ko00000
A0A026WK75	ko04131
A0A026WTB1	ko00000
A0A026WTB1	ko00001
A0A026WTB1	ko00002
A0A026WTB1	ko01000
A0A026WV78	ko00000
A0A026WV78	ko00001
A0A026WV78	ko00002
A0A026WV78	ko01000
A0A026WV78	ko01001
A0A026WV78	ko03400
A0A3L8E687	ko00000
A0A3L8E687	ko00001
A0A3L8E687	ko04812
A0A026X5N8	ko00000
A0A026X5N8	ko00001
A0A026X5N8	ko01000
A0A026X5N8	ko01002
A0A026X5N8	ko03110
A0A026WDQ6	ko00000
A0A026WDQ6	ko00001
A0A026WDQ6	ko00002
A0A026WDQ6	ko04030
A0A026VZU9	ko00000
A0A026VZU9	ko04040
A0A026WVL9	ko00000
A0A026WVL9	ko00001
A0A026WVL9	ko00002
A0A026WVL9	ko01000
A0A026WYB5	ko00000
A0A026WYB5	ko00001
A0A026WYB5	ko01000
A0A026WYB5	ko01001
A0A026W0I2	ko00000
A0A026W0I2	ko00001
A0A026W0I2	ko03000
A0A026W5K3	ko00000
A0A026W5K3	ko00001
A0A026W5K3	ko04121
A0A3L8DP19	ko00000
A0A3L8DSA5	ko00000
A0A3L8DSA5	ko00001
A0A3L8DSA5	ko04031
A0A3L8DSA5	ko04147
A0A026WVM4	ko00000
A0A026WVM4	ko00001
A0A026WVM4	ko00002
A0A026WVM4	ko01000
A0A026W5C6	ko00000
A0A026W5C6	ko00001
A0A026W5C6	ko00002
A0A026W5C6	ko01000
A0A026W5C6	ko01003
A0A3L8DGE9	ko00000
A0A3L8DGE9	ko01000
A0A3L8DGE9	ko04812
A0A3L8DT21	ko00000
A0A3L8DT21	ko04812
A0A026WLG8	ko00000
A0A026WLG8	ko00001
A0A026WLG8	ko00002
A0A3L8E400	ko00000
A0A3L8E400	ko00001
A0A3L8E400	ko03000
A0A3L8D8S9	ko00000
A0A3L8D8S9	ko00001
A0A3L8D8S9	ko03029
A0A3L8D8S9	ko04131
A0A026WGR1	ko00000
A0A026WGR1	ko00001
A0A026WIA0	ko00000
A0A026WIA0	ko00001
A0A026WIA0	ko01000
A0A026WIA0	ko03036
A0A3L8DLK1	ko00000
A0A3L8DLK1	ko02000
A0A3L8DHZ0	ko00000
A0A3L8DHZ0	ko04121
A0A026WYT7	ko00000
A0A026WYT7	ko03000
A0A026WYT7	ko03019
A0A026WYT7	ko03041
A0A026VUJ1	ko00000
A0A026VUJ1	ko00001
A0A026VUJ1	ko01000
A0A3L8DA25	ko00000
A0A3L8DA25	ko00001
A0A3L8DA25	ko01000
A0A3L8DA25	ko01002
A0A3L8DGQ1	ko00000
A0A3L8DGQ1	ko04131
A0A3L8D6Q5	ko00000
A0A3L8D6Q5	ko04030
A0A026VXY7	ko00000
A0A026VXY7	ko03000
A0A3L8D4Q1	ko00000
A0A3L8D4Q1	ko04131
A0A3L8D9P8	ko00000
A0A3L8D9P8	ko00001
A0A3L8D9P8	ko04131
A0A026WY73	ko00000
A0A026WY73	ko00001
A0A026WY73	ko00002
A0A026WY73	ko01000
A0A026WY73	ko02048
A0A026WY73	ko03032
A0A026WY73	ko03036
A0A026WY73	ko03400
A0A026WY73	ko04121
A0A026WY73	ko04147
A0A3L8DET9	ko00000
A0A3L8DET9	ko00001
A0A3L8DET9	ko04030
A0A026WXQ0	ko00000
A0A026WXQ0	ko01000
A0A026WXQ0	ko01002
A0A026WT01	ko00000
A0A026WT01	ko01009
A0A026WT01	ko03036
A0A026VXX8	ko00000
A0A026VXX8	ko00001
A0A026VXX8	ko02000
A0A026VXX8	ko04131
A0A026WZN8	ko00000
A0A026WZN8	ko00001
A0A026WZN8	ko01000
A0A3L8DGM6	ko00000
A0A3L8DGM6	ko00001
A0A3L8DGM6	ko03021
A0A026W3T2	ko00000
A0A026W3T2	ko00001
A0A026WBX9	ko00000
A0A026WBX9	ko00001
A0A026VTZ8	ko00000
A0A026VTZ8	ko00001
A0A026VTZ8	ko01009
A0A026VTZ8	ko04030
A0A026W0V6	ko00000
A0A026W0V6	ko00001
A0A026W0V6	ko04031
A0A026W0V6	ko04131
A0A3L8DAQ7	ko00000
A0A3L8DAQ7	ko00001
A0A3L8DAQ7	ko00002
A0A3L8DLI9	ko00000
A0A3L8DLI9	ko04030
A0A3L8DJ78	ko00000
A0A3L8DJ78	ko00001
A0A3L8DJ78	ko03041
A0A3L8DQK2	ko00000
A0A3L8DQK2	ko03400
A0A3L8DEY5	ko00000
A0A3L8DEY5	ko04121
A0A3L8DXS3	ko00000
A0A3L8DXS3	ko00001
A0A026WQD1	br01601
A0A026WQD1	ko00000
A0A026WQD1	ko00001
A0A026WQD1	ko00002
A0A026WQD1	ko01000
A0A026WVN6	ko00000
A0A026WVN6	ko03400
A0A026W7H4	ko00000
A0A026W7H4	ko04147
A0A3L8E2F3	ko00000
A0A3L8E2F3	ko00001
A0A3L8E2F3	ko01000
A0A3L8E2F3	ko01001
A0A3L8E2F3	ko04131
A0A3L8E535	ko00000
A0A3L8E535	ko03051
A0A3L8E1R1	ko00000
A0A3L8E1R1	ko00001
A0A3L8E1R1	ko00002
A0A3L8E1R1	ko01000
A0A3L8E1R1	ko01007
A0A3L8E1R1	ko03016
A0A3L8DK78	ko00000
A0A3L8DK78	ko03000
A0A3L8DGJ4	ko00000
A0A3L8DGJ4	ko03019
A0A026WEU9	ko00000
A0A026WEU9	ko00001
A0A026WEU9	ko03009
A0A026WMW5	ko00000
A0A026WMW5	ko04121
A0A026VSG5	ko00000
A0A026VSG5	ko03036
A0A3L8D7W0	ko00000
A0A3L8D7W0	ko01000
A0A3L8E179	ko00000
A0A3L8E179	ko02000
A0A026WDS0	ko00000
A0A026WDS0	ko01000
A0A026WDS0	ko01001
A0A3L8E2Q8	ko00000
A0A3L8E2Q8	ko00199
A0A3L8E2Q8	ko01000
A0A3L8D9Q0	ko00000
A0A3L8D9Q0	ko00001
A0A3L8D9Q0	ko01000
A0A3L8D9Q0	ko01003
A0A3L8D9Q0	ko03036
A0A026X1C9	ko00000
A0A026X1C9	ko03036
A0A026X1C9	ko03041
A0A3L8D4Y1	ko00000
A0A3L8D4Y1	ko03000
A0A3L8D4Y1	ko03019
A0A026W4Z4	ko00000
A0A026W4Z4	ko00001
A0A026W4Z4	ko03036
A0A026W4Z4	ko03400
A0A026W4Z4	ko04121
A0A3L8E3K7	ko00000
A0A3L8E3K7	ko04131
A0A026W818	ko00000
A0A026W818	ko00001
A0A026W818	ko04131
A0A3L8DTN4	ko00000
A0A3L8DTN4	ko00001
A0A3L8DTN4	ko00002
A0A3L8DTN4	ko01000
A0A3L8DCY1	ko00000
A0A3L8DCY1	ko00001
A0A3L8DCY1	ko04090
A0A3L8DCY1	ko04147
A0A3L8D9K8	ko00000
A0A3L8D9K8	ko01009
A0A026X2E4	ko00000
A0A026X2E4	ko01001
A0A026WC92	ko00000
A0A026WC92	ko00001
A0A026WC92	ko00002
A0A026WC92	ko01000
A0A3L8D5P5	ko00000
A0A3L8D5P5	ko03009
A0A026WAC5	ko00000
A0A026WAC5	ko00001
A0A026WAC5	ko04131
A0A026WAC5	ko04147
A0A3L8D830	ko00000
A0A3L8D830	ko00001
A0A3L8D830	ko00002
A0A3L8D830	ko01000
A0A3L8D830	ko04147
A0A3L8DT43	ko00000
A0A3L8DT43	ko01000
A0A3L8DT43	ko03029
A0A3L8DLU9	ko00000
A0A3L8DLU9	ko00001
A0A026W805	ko00000
A0A026W805	ko00001
A0A026W805	ko01000
A0A026W805	ko04131
A0A3L8DWV1	ko00000
A0A3L8DWV1	ko00001
A0A3L8DWV1	ko01000
A0A3L8DWV1	ko01002
A0A3L8DWV1	ko04090
A0A3L8DWV1	ko04131
A0A3L8DWV1	ko04147
A0A026VUJ7	ko00000
A0A026VUJ7	ko04131
A0A026VUJ7	ko04147
A0A026VUJ7	ko04812
A0A026WJB9	ko00000
A0A026WJB9	ko04040
A0A026WSL6	ko00000
A0A026WSL6	ko01000
A0A3L8DK02	ko00000
A0A3L8DK02	ko00001
A0A3L8DK02	ko00002
A0A3L8DK02	ko01000
A0A3L8DK02	ko03009
A0A3L8DK02	ko03019
A0A3L8DK02	ko03036
A0A3L8DK02	ko03041
A0A026WW14	ko00000
A0A026WW14	ko00001
A0A026WW14	ko01000
A0A026WW14	ko01002
A0A026WW14	ko04090
A0A026VUY6	ko00000
A0A026VUY6	ko04131
A0A3L8DGH7	ko00000
A0A3L8DGH7	ko00001
A0A3L8DGH7	ko04131
A0A3L8DQU1	ko00000
A0A3L8DQU1	ko00001
A0A3L8DQU1	ko03009
A0A3L8DIH8	ko00000
A0A3L8DIH8	ko00001
A0A3L8DIH8	ko04040
A0A3L8D800	ko00000
A0A3L8D800	ko04030
A0A026WDQ4	ko00000
A0A026WDQ4	ko00001
A0A026WDQ4	ko03000
A0A026WWL3	br01610
A0A026WWL3	ko00000
A0A026WWL3	ko00001
A0A026WWL3	ko00002
A0A026WWL3	ko03011
A0A026WYT8	ko00000
A0A026WYT8	ko00001
A0A3L8D6J6	ko00000
A0A3L8D6J6	ko00001
A0A3L8D6J6	ko01000
A0A3L8D6J6	ko01002
A0A026WI19	ko00000
A0A026WI19	ko01000
A0A026WI19	ko03400
A0A026WVV8	ko00000
A0A026WVV8	ko00001
A0A026WVV8	ko03000
A0A3L8DEH0	ko00000
A0A3L8DEH0	ko00001
A0A3L8DEH0	ko04030
A0A3L8DIW7	ko00000
A0A3L8DIW7	ko04030
A0A3L8DS78	ko00000
A0A3L8DS78	ko00001
A0A3L8DS78	ko01000
A0A3L8E1G0	br01610
A0A3L8E1G0	ko00000
A0A3L8E1G0	ko00001
A0A3L8E1G0	ko00002
A0A3L8E1G0	ko03011
A0A3L8DU05	ko00000
A0A3L8DU05	ko04040
A0A026W0I1	ko00000
A0A026W0I1	ko03036
A0A026X262	ko00000
A0A026X262	ko00001
A0A026X262	ko02000
A0A026X262	ko03041
A0A026WL07	ko00000
A0A026WL07	ko00001
A0A026WL07	ko00002
A0A026WL07	ko04121
A0A3L8D417	ko00000
A0A3L8D417	ko00002
A0A3L8D417	ko03041
A0A3L8DMN3	ko00000
A0A3L8DMN3	ko00001
A0A3L8DMN3	ko00002
A0A3L8DMN3	ko01000
A0A3L8DMN3	ko04147
A0A3L8DWY6	br01610
A0A3L8DWY6	ko00000
A0A3L8DWY6	ko00001
A0A3L8DWY6	ko00002
A0A3L8DWY6	ko03011
A0A026VY90	ko00000
A0A026VY90	ko04121
A0A026W995	ko00000
A0A026W995	ko02000
A0A3L8D9Y1	ko00000
A0A3L8D9Y1	ko01000
A0A3L8D9Y1	ko01001
A0A026WUM3	ko00000
A0A026WUM3	ko00001
A0A026WUM3	ko01000
A0A3L8DAH1	ko00000
A0A3L8DAH1	ko00001
A0A3L8DAH1	ko01000
A0A3L8DAH1	ko04121
A0A3L8D5Q1	ko00000
A0A3L8D5Q1	ko00199
A0A3L8D5Q1	ko01000
A0A3L8E1X6	ko00000
A0A3L8E1X6	ko00001
A0A3L8E1X6	ko00002
A0A3L8E1X6	ko01000
A0A3L8DRL3	ko00000
A0A3L8DRL3	ko00001
A0A3L8DRL3	ko03021
A0A3L8D2W3	ko00000
A0A3L8D2W3	ko00001
A0A3L8D2W3	ko00002
A0A3L8D2W3	ko01000
A0A026X1A6	ko00000
A0A026X1A6	ko00001
A0A026X1A6	ko00002
A0A3L8DD95	ko00000
A0A3L8DD95	ko03009
A0A026VZ28	ko00000
A0A026VZ28	ko04812
A0A026WW12	ko00000
A0A026WW12	ko00001
A0A026WW12	ko01000
A0A026WW12	ko01002
A0A026WW12	ko04121
A0A026WW12	ko04131
A0A026WFZ4	ko00000
A0A026WFZ4	ko00001
A0A026WFZ4	ko01000
A0A026WFZ4	ko01006
A0A026WFZ4	ko03016
A0A026WTH5	ko00000
A0A026WTH5	ko03009
A0A026WTH5	ko03036
A0A026WTH5	ko03041
A0A3L8DVB1	ko00000
A0A3L8DVB1	ko00001
A0A3L8DVB1	ko01000
A0A026W3W9	ko00000
A0A026W3W9	ko00001
A0A026W3W9	ko03019
A0A026W3W9	ko03041
A0A3L8D6V0	ko00000
A0A3L8D6V0	ko03029
A0A3L8DSF3	ko00000
A0A3L8DSF3	ko03036
A0A3L8DSF3	ko04147
A0A3L8DSF3	ko04812
A0A026WW44	ko00000
A0A026WW44	ko00001
A0A026WW44	ko01009
A0A026WW44	ko03036
A0A3L8DDS8	ko00000
A0A3L8DDS8	ko03036
A0A026WFK1	ko00000
A0A026WFK1	ko03021
A0A026WFK1	ko03036
A0A3L8DF84	ko00000
A0A3L8DF84	ko00001
A0A3L8DF84	ko02000
A0A026WLV5	ko00000
A0A026WLV5	ko01000
A0A026WLV5	ko01001
A0A026WLV5	ko04131
A0A026WJS3	ko00000
A0A026WJS3	ko04030
A0A3L8DJK9	ko00000
A0A3L8DJK9	ko01000
A0A3L8DJK9	ko03110
A0A026WZD3	ko00000
A0A026WZD3	ko01000
A0A026WZD3	ko04131
A0A026WSD8	ko00000
A0A026WSD8	ko00001
A0A026WSD8	ko00002
A0A026WSD8	ko01000
A0A026WSD8	ko02000
A0A026WNC5	ko00000
A0A026WNC5	ko00001
A0A026W5Q8	ko00000
A0A026W5Q8	ko00001
A0A026W5Q8	ko03110
A0A3L8D4G4	ko00000
A0A3L8D4G4	ko00001
A0A3L8D4G4	ko00002
A0A3L8D4G4	ko03019
A0A3L8D4G4	ko04131
A0A3L8DVH9	ko00000
A0A3L8DVH9	ko00001
A0A3L8DUS9	ko00000
A0A3L8DUS9	ko00001
A0A026W7A4	ko00000
A0A026W7A4	ko01000
A0A026W461	ko00000
A0A026W461	ko01000
A0A3L8DZZ3	ko00000
A0A3L8DZZ3	ko00001
A0A3L8DZZ3	ko00002
A0A3L8DZZ3	ko01000
A0A3L8DZZ3	ko01001
A0A3L8DZZ3	ko01020
A0A3L8DZZ3	ko04050
A0A026W4G9	ko00000
A0A026W4G9	ko00001
A0A026W4G9	ko01000
A0A026W4G9	ko03019
A0A026W4G9	ko03036
A0A026W4G9	ko03041
A0A3L8E1K1	ko00000
A0A3L8E1K1	ko00001
A0A3L8D7W8	ko00000
A0A3L8D7W8	ko00001
A0A026WCH8	ko00000
A0A026WCH8	ko03000
A0A3L8DFK2	ko00000
A0A3L8DFK2	ko00001
A0A3L8DFK2	ko00002
A0A3L8DFK2	ko01000
A0A3L8D863	ko00000
A0A3L8D863	ko04030
A0A026W7Y7	ko00000
A0A026W7Y7	ko00001
A0A026W7Y7	ko03000
A0A3L8E1A8	ko00000
A0A3L8E1A8	ko04131
A0A026W3F5	ko00000
A0A026W3F5	ko01009
A0A3L8DGU4	ko00000
A0A3L8DGU4	ko01000
A0A3L8DGU4	ko03016
A0A026WBB4	ko00000
A0A026WBB4	ko03036
A0A026WBB4	ko04812
A0A026WD81	ko00000
A0A026WD81	ko00001
A0A026WD81	ko00002
A0A026WD81	ko01000
A0A026WCD7	ko00000
A0A026WCD7	ko03110
A0A3L8DT86	ko00000
A0A3L8DT86	ko00001
A0A3L8DT86	ko00002
A0A3L8DT86	ko01000
A0A3L8DT86	ko03032
A0A3L8DT86	ko03400
A0A026WLJ0	ko00000
A0A026WLJ0	ko03041
A0A3L8DJ73	ko00000
A0A3L8DJ73	ko04030
A0A3L8D3Y2	ko00000
A0A3L8D3Y2	ko00199
A0A3L8D3Y2	ko01000
A0A026WJG4	ko00000
A0A026WJG4	ko00001
A0A026WJG4	ko00535
A0A026WJG4	ko04516
A0A026X215	ko00000
A0A026X215	ko00001
A0A026X215	ko01000
A0A026X215	ko04131
A0A3L8DG80	ko00000
A0A3L8DG80	ko00001
A0A3L8DG80	ko00002
A0A3L8DG80	ko04121
A0A3L8DG80	ko04131
A0A026WS28	ko00000
A0A026WS28	ko03036
A0A026X015	ko00000
A0A026X015	ko04131
A0A3L8DJF5	ko00000
A0A3L8DJF5	ko04030
A0A026WBK7	ko00000
A0A026WBK7	ko03000
A0A3L8D803	ko00000
A0A3L8D803	ko00001
A0A3L8D803	ko00002
A0A3L8D803	ko01000
A0A026WAB3	ko00000
A0A026WAB3	ko00001
A0A026WAB3	ko03021
A0A026WKR8	ko00000
A0A026WKR8	ko00001
A0A026WTJ6	ko00000
A0A026WTJ6	ko03000
A0A3L8DVY7	ko00000
A0A3L8DVY7	ko02000
A0A3L8DVY7	ko03029
A0A026VXK0	ko00000
A0A026VXK0	ko00001
A0A026VXK0	ko01000
A0A026VXK0	ko04121
A0A3L8DS80	ko00000
A0A3L8DS80	ko00001
A0A3L8D5Z6	ko00000
A0A3L8D5Z6	ko01000
A0A3L8D5Z6	ko03036
A0A3L8D5Z6	ko04121
A0A026X1E9	ko00000
A0A026X1E9	ko01000
A0A026X1E9	ko03009
A0A026X1E9	ko03041
A0A3L8E6M8	ko00000
A0A3L8E6M8	ko00001
A0A3L8E6M8	ko04812
A0A3L8DTP8	ko00000
A0A3L8DTP8	ko00001
A0A3L8DTP8	ko00002
A0A3L8DTP8	ko01000
A0A3L8DR47	ko00000
A0A3L8DR47	ko03000
A0A3L8DMH0	ko00000
A0A3L8DMH0	ko00001
A0A3L8DMH0	ko03000
A0A3L8DQ00	ko00000
A0A3L8DQ00	ko00001
A0A3L8DQ00	ko01000
A0A3L8DQ00	ko04121
A0A3L8D7C2	ko00000
A0A3L8D7C2	ko04121
A0A3L8DHS5	ko00000
A0A3L8DHS5	ko00001
A0A3L8DHS5	ko04030
A0A3L8DIC9	ko00000
A0A3L8DQG1	ko00000
A0A3L8DQG1	ko00001
A0A3L8DN12	ko00000
A0A3L8DN12	ko00001
A0A3L8DN12	ko04131
A0A3L8DXA6	ko00000
A0A3L8DXA6	ko01000
A0A3L8DG84	ko00000
A0A3L8DG84	ko00001
A0A3L8DG84	ko01000
A0A3L8DG84	ko03036
A0A026WZT0	ko00000
A0A026WZT0	ko03000
A0A3L8D4M6	ko00000
A0A3L8D4M6	ko00001
A0A3L8D4M6	ko00002
A0A3L8D4M6	ko01000
A0A3L8D4M6	ko01004
A0A026W9U6	ko00000
A0A026W9U6	ko00001
A0A026W9U6	ko00002
A0A026W9U6	ko03000
A0A026W4Y6	ko00000
A0A026W4Y6	ko00001
A0A026W4Y6	ko01009
A0A026W4Y6	ko03036
A0A026W4Y6	ko04812
A0A026VWF1	ko00000
A0A026VWF1	ko03029
A0A026WPF4	ko00000
A0A026WPF4	ko01000
A0A026WPF4	ko03009
A0A3L8DQJ3	ko00000
A0A3L8DQJ3	ko00001
A0A3L8DQJ3	ko01000
A0A3L8DQJ3	ko01001
A0A3L8DQJ3	ko04131
A0A3L8E1K0	ko00000
A0A3L8E1K0	ko00001
A0A3L8E1K0	ko01000
A0A3L8E1K0	ko03036
A0A3L8DA42	ko00000
A0A3L8DA42	ko00001
A0A3L8DA42	ko03110
A0A3L8DA42	ko04091
A0A026WDJ0	ko00000
A0A026WDJ0	ko00001
A0A026WDJ0	ko03021
A0A026WEW9	ko00000
A0A026WEW9	ko00001
A0A026WEW9	ko01000
A0A026WEW9	ko01009
A0A026WEW9	ko03019
A0A026WEW9	ko03036
A0A026WEW9	ko04131
A0A026X1I8	ko00000
A0A026X1I8	ko00001
A0A026X1I8	ko02000
A0A3L8DN41	ko00000
A0A3L8DN41	ko04131
A0A3L8D598	ko00000
A0A3L8D598	ko03019
A0A3L8D598	ko03036
A0A026WPD6	ko00000
A0A026WPD6	ko00001
A0A026WPD6	ko01000
A0A026WPD6	ko01001
A0A3L8DA44	ko00000
A0A3L8DA44	ko00001
A0A3L8DA44	ko04131
A0A3L8DRX7	ko00000
A0A3L8DRX7	ko00001
A0A026WMT0	ko00000
A0A026WMT0	ko02000
A0A3L8E0B8	ko00000
A0A3L8E0B8	ko04030
A0A026W220	ko00000
A0A026W220	ko00001
A0A026W220	ko01000
A0A026WZN5	ko00000
A0A026WZN5	ko03000
A0A026X361	ko00000
A0A026X361	ko00001
A0A026X361	ko00002
A0A026X361	ko01000
A0A026WEW2	ko00000
A0A026WEW2	ko00001
A0A026WEW2	ko01000
A0A026X3X2	ko00000
A0A026X3X2	ko00001
A0A026X3X2	ko01000
A0A026VU26	ko00000
A0A026VU26	ko01000
A0A3L8DUP2	ko00000
A0A3L8DUP2	ko03029
A0A3L8DVP5	ko00000
A0A3L8DVP5	ko00001
A0A3L8DVP5	ko04131
A0A026WWA3	ko00000
A0A026WWA3	ko00001
A0A026X172	ko00000
A0A026X172	ko00001
A0A026X172	ko01000
A0A026X172	ko04147
A0A026VTL2	ko00000
A0A026VTL2	ko02000
A0A3L8DGD4	ko00000
A0A3L8DGD4	ko00001
A0A3L8DGD4	ko00002
A0A3L8DKS5	ko00000
A0A3L8DKS5	ko00001
A0A3L8DKS5	ko03019
A0A3L8D8J1	ko00000
A0A3L8D8J1	ko04121
A0A026WWW1	ko00000
A0A026WWW1	ko03041
A0A3L8D710	ko00000
A0A3L8D710	ko03036
A0A026WZ95	ko00000
A0A026WZ95	ko02000
A0A026WZ95	ko04131
A0A026W2X8	ko00000
A0A026W2X8	ko00001
A0A026W2X8	ko01000
A0A026W2X8	ko03036
A0A026WVH1	ko00000
A0A026WVH1	ko03000
A0A3L8DZR4	ko00000
A0A3L8DZR4	ko01009
A0A3L8DPC9	ko00000
A0A3L8DPC9	ko00001
A0A3L8DPC9	ko00002
A0A3L8DPC9	ko01000
A0A3L8DPC9	ko02044
A0A3L8DYK4	ko00000
A0A3L8DYK4	ko04040
A0A3L8DFC9	ko00000
A0A3L8DFC9	ko01000
A0A3L8DFC9	ko03036
A0A026WKI3	ko00000
A0A026WKI3	ko00001
A0A026WKI3	ko00002
A0A026WKI3	ko01000
A0A026WNB1	ko00000
A0A026WNB1	ko00001
A0A026WNB1	ko00002
A0A026WNB1	ko01000
A0A3L8DVJ9	ko00000
A0A3L8DVJ9	ko00001
A0A3L8DVJ9	ko01000
A0A3L8DVJ9	ko01009
A0A026W0V0	ko00000
A0A026W0V0	ko00001
A0A026W0V0	ko04040
A0A3L8DA56	ko00000
A0A3L8DA56	ko04131
A0A026W9C4	ko00000
A0A026W9C4	ko00001
A0A026W9C4	ko03036
A0A026W9C4	ko04812
A0A3L8DIE4	ko00000
A0A3L8DIE4	ko00001
A0A026WAC9	ko00000
A0A026WAC9	ko00001
A0A026WAC9	ko01000
A0A026WAC9	ko01009
A0A3L8DBU0	ko00000
A0A3L8DBU0	ko00001
A0A3L8DBU0	ko00002
A0A3L8DBU0	ko03051
A0A3L8DT45	ko00000
A0A3L8DVN2	ko00000
A0A3L8DE75	ko00000
A0A3L8DE75	ko00001
A0A3L8DE75	ko03000
A0A3L8E1M9	ko00000
A0A3L8E1M9	ko00001
A0A3L8E1M9	ko01000
A0A3L8E1M9	ko01002
A0A3L8E1M9	ko04121
A0A3L8E1M9	ko04131
A0A3L8DCZ0	ko00000
A0A3L8DCZ0	ko00001
A0A3L8DCZ0	ko03000
A0A026WA89	ko00000
A0A026WA89	ko00001
A0A026WA89	ko00002
A0A026WA89	ko01000
A0A026WA89	ko01009
A0A3L8DM78	ko00000
A0A3L8DM78	ko03041
A0A026VZR5	ko00000
A0A026VZR5	ko00001
A0A026VZR5	ko00536
A0A026VZR5	ko00537
A0A026VZR5	ko04090
A0A026VZR5	ko04131
A0A026VZR5	ko04516
A0A026WSS1	ko00000
A0A026WSS1	ko00001
A0A026WSS1	ko00002
A0A026WSS1	ko01000
A0A026WSS1	ko04147
A0A026WNL0	ko00000
A0A026WNL0	ko00001
A0A026WNL0	ko01000
A0A026WNL0	ko04131
A0A3L8DM12	ko00000
A0A3L8DM12	ko01009
